date,quarter_rial,mesghal_rial,usd_rial,quarter_toman,mesghal_toman,usd_toman,quarter_rial_per_g,mesghal_rial_per_g,RP,vol45,vol90,pos_layer2,pos_twolayer
2023-07-04,106500000,103080000,503100,10650000.0,10308000.0,50310.0,58234908.14,31728135.31,0.835434,0.015856,0.030954,MESGHAL,USD
2023-07-05,106800000,103310000,503130,10680000.0,10331000.0,50313.0,58398950.13,31798929.56,0.836507,0.015857,0.027668,MESGHAL,USD
2023-07-06,106800000,103310000,503130,10680000.0,10331000.0,50313.0,58398950.13,31798929.56,0.836507,0.015831,0.027659,MESGHAL,USD
2023-07-08,105000000,102120000,499630,10500000.0,10212000.0,49963.0,57414698.16,31432646.28,0.826594,0.015889,0.027622,MESGHAL,USD
2023-07-09,103500000,101730000,498290,10350000.0,10173000.0,49829.0,56594488.19,31312603.85,0.807403,0.015886,0.02716,MESGHAL,USD
2023-07-10,102500000,100890000,491460,10250000.0,10089000.0,49146.0,56047681.54,31054050.95,0.804843,0.014549,0.025304,MESGHAL,USD
2023-07-11,102000000,101660000,492430,10200000.0,10166000.0,49243.0,55774278.22,31291057.78,0.782435,0.014127,0.025317,MESGHAL,USD
2023-07-12,101000000,101740000,492610,10100000.0,10174000.0,49261.0,55227471.57,31315681.86,0.763572,0.013382,0.024309,MESGHAL,USD
2023-07-15,99000000,100400000,483700,9900000.0,10040000.0,48370.0,54133858.27,30903228.42,0.751722,0.013494,0.02435,MESGHAL,USD
2023-07-16,99000000,100760000,488180,9900000.0,10076000.0,48818.0,54133858.27,31014036.81,0.745463,0.012868,0.024322,MESGHAL,USD
2023-07-17,99000000,100130000,488170,9900000.0,10013000.0,48817.0,54133858.27,30820122.13,0.756445,0.012836,0.02116,MESGHAL,MESGHAL
2023-07-18,97500000,100030000,484700,9750000.0,10003000.0,48470.0,53313648.29,30789342.02,0.731562,0.012831,0.020865,MESGHAL,MESGHAL
2023-07-19,97500000,100380000,486370,9750000.0,10038000.0,48637.0,53313648.29,30897072.4,0.725524,0.01279,0.0187,MESGHAL,MESGHAL
2023-07-22,95500000,98470000,483360,9550000.0,9847000.0,48336.0,52220035.0,30309172.33,0.722912,0.013034,0.018005,MESGHAL,MESGHAL
2023-07-23,96500000,100770000,486140,9650000.0,10077000.0,48614.0,52766841.64,31017114.82,0.701217,0.013568,0.018107,MESGHAL,MESGHAL
2023-07-24,100000000,101110000,488370,10000000.0,10111000.0,48837.0,54680664.92,31121767.18,0.756991,0.013504,0.015961,MESGHAL,MESGHAL
2023-07-25,102000000,101230000,490250,10200000.0,10123000.0,49025.0,55774278.22,31158703.31,0.790006,0.01335,0.014869,MESGHAL,MESGHAL
2023-07-26,102000000,101080000,488990,10200000.0,10108000.0,48899.0,55774278.22,31112533.15,0.792663,0.013251,0.014842,MESGHAL,MESGHAL
2023-07-29,103000000,100760000,487970,10300000.0,10076000.0,48797.0,56321084.86,31014036.81,0.815987,0.013252,0.014797,MESGHAL,MESGHAL
2023-07-30,105000000,102550000,493660,10500000.0,10255000.0,49366.0,57414698.16,31565000.74,0.818935,0.01354,0.014922,MESGHAL,MESGHAL
2023-07-31,109500000,103620000,500700,10950000.0,10362000.0,50070.0,59875328.08,31894347.89,0.877302,0.013647,0.014969,MESGHAL,MESGHAL
2023-08-01,108150000,102921000,500090,10815000.0,10292100.0,50009.0,59137139.11,31679194.94,0.86675,0.013497,0.014863,MESGHAL,MESGHAL
2023-08-02,108330000,102521000,498670,10833000.0,10252100.0,49867.0,59235564.3,31556074.51,0.877153,0.012708,0.014753,MESGHAL,MESGHAL
2023-08-05,106000000,102220000,496320,10600000.0,10222000.0,49632.0,57961504.81,31463426.38,0.842187,0.012479,0.014743,MESGHAL,MESGHAL
2023-08-06,105000000,101960000,496440,10500000.0,10196000.0,49644.0,57414698.16,31383398.1,0.829461,0.012485,0.014642,MESGHAL,MESGHAL
2023-08-07,103500000,101410000,493500,10350000.0,10141000.0,49350.0,56594488.19,31214107.51,0.813106,0.010704,0.01465,MESGHAL,MESGHAL
2023-08-08,104000000,101850000,495420,10400000.0,10185000.0,49542.0,56867891.51,31349539.98,0.813994,0.010553,0.01445,MESGHAL,MESGHAL
2023-08-09,100800000,101780000,496590,10080000.0,10178000.0,49659.0,55118110.24,31327993.91,0.759388,0.009546,0.014152,MESGHAL,MESGHAL
2023-08-12,103500000,100560000,491420,10350000.0,10056000.0,49142.0,56594488.19,30952476.59,0.828432,0.009638,0.014158,MESGHAL,MESGHAL
2023-08-13,102000000,100570000,492960,10200000.0,10057000.0,49296.0,55774278.22,30955554.6,0.801753,0.009542,0.014116,MESGHAL,MESGHAL
2023-08-14,101000000,100610000,492480,10100000.0,10061000.0,49248.0,55227471.57,30967866.64,0.78338,0.009542,0.014025,MESGHAL,MESGHAL
2023-08-15,100000000,99940000,489440,10000000.0,9994000.0,48944.0,54680664.92,30761639.92,0.77756,0.008994,0.013989,MESGHAL,MESGHAL
2023-08-16,99500000,99810000,488580,9950000.0,9981000.0,48858.0,54407261.59,30721625.78,0.770976,0.008506,0.013895,MESGHAL,MESGHAL
2023-08-17,99500000,99810000,488580,9950000.0,9981000.0,48858.0,54407261.59,30721625.78,0.770976,0.00842,0.013896,MESGHAL,MESGHAL
2023-08-19,97000000,97970000,487920,9700000.0,9797000.0,48792.0,53040244.97,30155271.79,0.758905,0.008658,0.014006,MESGHAL,MESGHAL
2023-08-20,97500000,98750000,486950,9750000.0,9875000.0,48695.0,53313648.29,30395356.64,0.754006,0.008417,0.01404,MESGHAL,MESGHAL
2023-08-21,99000000,100470000,492730,9900000.0,10047000.0,49273.0,54133858.27,30924774.49,0.750501,0.008823,0.013695,MESGHAL,MESGHAL
2023-08-22,99500000,100240000,490230,9950000.0,10024000.0,49023.0,54407261.59,30853980.25,0.763379,0.008708,0.013694,MESGHAL,MESGHAL
2023-08-23,99400000,100210000,491670,9940000.0,10021000.0,49167.0,54352580.93,30844746.21,0.762134,0.008707,0.01321,MESGHAL,MESGHAL
2023-08-26,99500000,100310000,491620,9950000.0,10031000.0,49162.0,54407261.59,30875526.32,0.762148,0.008691,0.01321,MESGHAL,MESGHAL
2023-08-27,99600000,100130000,490130,9960000.0,10013000.0,49013.0,54461942.26,30820122.13,0.76709,0.008694,0.013187,MESGHAL,MESGHAL
2023-08-29,100500000,100990000,491010,10050000.0,10099000.0,49101.0,54954068.24,31084831.05,0.767874,0.008793,0.013228,MESGHAL,MESGHAL
2023-08-30,100780000,100880000,490200,10078000.0,10088000.0,49020.0,55107174.1,31050972.94,0.774733,0.008177,0.013217,MESGHAL,MESGHAL
2023-09-02,102500000,102330000,496660,10250000.0,10233000.0,49666.0,56047681.54,31497284.5,0.779445,0.008418,0.013323,MESGHAL,MESGHAL
2023-09-03,102000000,102750000,496400,10200000.0,10275000.0,49640.0,55774278.22,31626560.96,0.763526,0.008441,0.0128,MESGHAL,MESGHAL
2023-09-04,102000000,102330000,496040,10200000.0,10233000.0,49604.0,55774278.22,31497284.5,0.770765,0.008458,0.012755,MESGHAL,MESGHAL
2023-09-09,102500000,101630000,496650,10250000.0,10163000.0,49665.0,56047681.54,31281823.75,0.791701,0.008508,0.012757,MESGHAL,MESGHAL
2023-09-10,102000000,101420000,495750,10200000.0,10142000.0,49575.0,55774278.22,31217185.52,0.786653,0.008512,0.012743,MESGHAL,MESGHAL
2023-09-11,101000000,101240000,497000,10100000.0,10124000.0,49700.0,55227471.57,31161781.32,0.772282,0.008348,0.012741,MESGHAL,MESGHAL
2023-09-12,102000000,101740000,499310,10200000.0,10174000.0,49931.0,55774278.22,31315681.86,0.781033,0.008362,0.012757,MESGHAL,MESGHAL
2023-09-13,102000000,101740000,499310,10200000.0,10174000.0,49931.0,55774278.22,31315681.86,0.781033,0.008268,0.011871,MESGHAL,MESGHAL
2023-09-17,100500000,101040000,495330,10050000.0,10104000.0,49533.0,54954068.24,31100221.11,0.766999,0.008256,0.01161,MESGHAL,MESGHAL
2023-09-18,100000000,101380000,496450,10000000.0,10138000.0,49645.0,54680664.92,31204873.48,0.752312,0.008271,0.011142,MESGHAL,MESGHAL
2023-09-19,99000000,101070000,491150,9900000.0,10107000.0,49115.0,54133858.27,31109455.14,0.740109,0.008045,0.011144,MESGHAL,MESGHAL
2023-09-20,99400000,100710000,493930,9940000.0,10071000.0,49393.0,54352580.93,30998646.75,0.753386,0.008047,0.010783,MESGHAL,MESGHAL
2023-09-23,99500000,100370000,493580,9950000.0,10037000.0,49358.0,54407261.59,30893994.39,0.761095,0.008008,0.010766,MESGHAL,MESGHAL
2023-09-26,106500000,99040000,494480,10650000.0,9904000.0,49448.0,58234908.14,30484618.95,0.910305,0.008245,0.010833,MESGHAL,MESGHAL
2023-09-27,99000000,99270000,497380,9900000.0,9927000.0,49738.0,54133858.27,30555413.2,0.771662,0.008235,0.010791,MESGHAL,MESGHAL
2023-09-28,99000000,99270000,495380,9900000.0,9927000.0,49538.0,54133858.27,30555413.2,0.771662,0.007732,0.010787,MESGHAL,MESGHAL
2023-09-30,99000000,97910000,495540,9900000.0,9791000.0,49554.0,54133858.27,30136803.73,0.796271,0.007176,0.010868,MESGHAL,MESGHAL
2023-10-01,98930000,97490000,496500,9893000.0,9749000.0,49650.0,54095581.8,30007527.28,0.802734,0.00717,0.010816,MESGHAL,MESGHAL
2023-10-02,98930000,97490000,496240,9893000.0,9749000.0,49624.0,54095581.8,30007527.28,0.802734,0.007165,0.010722,MESGHAL,MESGHAL
2023-10-04,99430000,97130000,499010,9943000.0,9713000.0,49901.0,54368985.13,29896718.89,0.81856,0.007177,0.010659,MESGHAL,MESGHAL
2023-10-05,99430000,97130000,498970,9943000.0,9713000.0,49897.0,54368985.13,29896718.89,0.81856,0.00717,0.010659,MESGHAL,MESGHAL
2023-10-07,108430000,105860000,524400,10843000.0,10586000.0,52440.0,59290244.97,32583822.31,0.819622,0.014962,0.014302,MESGHAL,MESGHAL
2023-10-08,115930000,106290000,527530,11593000.0,10629000.0,52753.0,63391294.84,32716176.78,0.937613,0.014901,0.014309,MESGHAL,MESGHAL
2023-10-09,106930000,103930000,520570,10693000.0,10393000.0,52057.0,58470035.0,31989766.23,0.827773,0.015242,0.014405,MESGHAL,MESGHAL
2023-10-10,105930000,103850000,517730,10593000.0,10385000.0,51773.0,57923228.35,31965142.14,0.812075,0.01523,0.014028,MESGHAL,MESGHAL
2023-10-11,106930000,103860000,515530,10693000.0,10386000.0,51553.0,58470035.0,31968220.15,0.829005,0.015221,0.013918,MESGHAL,MESGHAL
2023-10-12,106930000,103860000,511700,10693000.0,10386000.0,51170.0,58470035.0,31968220.15,0.829005,0.015215,0.013918,MESGHAL,MESGHAL
2023-10-14,105000000,104170000,507520,10500000.0,10417000.0,50752.0,57414698.16,32063638.49,0.790648,0.015193,0.013142,MESGHAL,MESGHAL
2023-10-15,103000000,101640000,502980,10300000.0,10164000.0,50298.0,56321084.86,31284901.76,0.800264,0.015621,0.013334,MESGHAL,MESGHAL
2023-10-16,105000000,103820000,509920,10500000.0,10382000.0,50992.0,57414698.16,31955908.11,0.796685,0.015934,0.013137,MESGHAL,MESGHAL
2023-10-17,105000000,105560000,513360,10500000.0,10556000.0,51336.0,57414698.16,32491481.99,0.767069,0.015994,0.013218,MESGHAL,MESGHAL
2023-10-18,104000000,104445000,508805,10400000.0,10444500.0,50880.5,56867891.51,32148283.79,0.768925,0.016088,0.013232,MESGHAL,MESGHAL
2023-10-21,103900000,104645000,506362,10390000.0,10464500.0,50636.2,56813210.85,32209844.0,0.763846,0.016088,0.013232,MESGHAL,MESGHAL
2023-10-22,103500000,104140000,506160,10350000.0,10414000.0,50616.0,56594488.19,32054404.46,0.765576,0.016071,0.013044,MESGHAL,MESGHAL
2023-10-23,103000000,105270000,507540,10300000.0,10527000.0,50754.0,56321084.86,32402219.68,0.738186,0.016131,0.012913,MESGHAL,MESGHAL
2023-10-24,104500000,106460000,511860,10450000.0,10646000.0,51186.0,57141294.84,32768502.96,0.743787,0.016197,0.012938,MESGHAL,MESGHAL
2023-10-25,105500000,107350000,516090,10550000.0,10735000.0,51609.0,57688101.49,33042445.92,0.745879,0.015941,0.012888,MESGHAL,MESGHAL
2023-10-27,108000000,109530000,521490,10800000.0,10953000.0,52149.0,59055118.11,33713452.28,0.751678,0.016144,0.012958,MESGHAL,MESGHAL
2023-10-28,106000000,108070000,513390,10600000.0,10807000.0,51339.0,57961504.81,33264062.7,0.742466,0.016146,0.013044,MESGHAL,MESGHAL
2023-10-29,104500000,107530000,514600,10450000.0,10753000.0,51460.0,57141294.84,33097850.12,0.726435,0.016166,0.013025,MESGHAL,MESGHAL
2023-10-30,106000000,108130000,516380,10600000.0,10813000.0,51638.0,57961504.81,33282530.77,0.741499,0.016173,0.013035,MESGHAL,MESGHAL
2023-10-31,105500000,108240000,516860,10550000.0,10824000.0,51686.0,57688101.49,33316388.88,0.731523,0.016173,0.013025,MESGHAL,MESGHAL
2023-11-01,105860000,108990000,521350,10586000.0,10899000.0,52135.0,57884951.88,33547239.69,0.725476,0.016181,0.013041,MESGHAL,MESGHAL
2023-11-03,106260000,106740000,511400,10626000.0,10674000.0,51140.0,58103674.54,32854687.26,0.768505,0.016487,0.013234,MESGHAL,MESGHAL
2023-11-04,104700000,106820000,512360,10470000.0,10682000.0,51236.0,57250656.17,32879311.35,0.741236,0.016484,0.01305,MESGHAL,MESGHAL
2023-11-05,104500000,106860000,513520,10450000.0,10686000.0,51352.0,57141294.84,32891623.39,0.73726,0.016368,0.01303,MESGHAL,MESGHAL
2023-11-06,103500000,105710000,512190,10350000.0,10571000.0,51219.0,56594488.19,32537652.15,0.739354,0.016453,0.013083,MESGHAL,MESGHAL
2023-11-07,103500000,105420000,510520,10350000.0,10542000.0,51052.0,56594488.19,32448389.84,0.744139,0.016446,0.013085,MESGHAL,MESGHAL
2023-11-08,103500000,105650000,513530,10350000.0,10565000.0,51353.0,56594488.19,32519184.09,0.740342,0.016406,0.013085,MESGHAL,MESGHAL
2023-11-10,103000000,104940000,513250,10300000.0,10494000.0,51325.0,56321084.86,32300645.32,0.743652,0.01644,0.013106,MESGHAL,MESGHAL
2023-11-11,103000000,104340000,513370,10300000.0,10434000.0,51337.0,56321084.86,32115964.67,0.753679,0.016464,0.013062,MESGHAL,MESGHAL
2023-11-12,103000000,104530000,511800,10300000.0,10453000.0,51180.0,56321084.86,32174446.88,0.750491,0.016453,0.013055,MESGHAL,MESGHAL
2023-11-13,103000000,104650000,511510,10300000.0,10465000.0,51151.0,56321084.86,32211383.01,0.748484,0.016453,0.013023,MESGHAL,MESGHAL
2023-11-14,102500000,105040000,509070,10250000.0,10504000.0,50907.0,56047681.54,32331425.43,0.733536,0.016418,0.013006,MESGHAL,MESGHAL
2023-11-15,102000000,104950000,509430,10200000.0,10495000.0,50943.0,55774278.22,32303723.33,0.726559,0.016416,0.013007,MESGHAL,MESGHAL
2023-11-17,102000000,105370000,506400,10200000.0,10537000.0,50640.0,55774278.22,32432999.78,0.719677,0.016411,0.012931,MESGHAL,MESGHAL
2023-11-18,101000000,104960000,503040,10100000.0,10496000.0,50304.0,55227471.57,32306801.34,0.709469,0.016413,0.012936,MESGHAL,MESGHAL
2023-11-19,100500000,104070000,504010,10050000.0,10407000.0,50401.0,54954068.24,32032858.38,0.715553,0.016461,0.012951,MESGHAL,MESGHAL
2023-11-20,100500000,104890000,501990,10050000.0,10489000.0,50199.0,54954068.24,32285255.27,0.702141,0.016351,0.012973,MESGHAL,MESGHAL
2023-11-21,101000000,104630000,502190,10100000.0,10463000.0,50219.0,55227471.57,32205226.99,0.71486,0.01636,0.012973,MESGHAL,MESGHAL
2023-11-22,101000000,104910000,503740,10100000.0,10491000.0,50374.0,55227471.57,32291411.29,0.710284,0.01636,0.012808,MESGHAL,MESGHAL
2023-11-24,102500000,106170000,504280,10250000.0,10617000.0,50428.0,56047681.54,32679240.65,0.715085,0.016273,0.01264,MESGHAL,MESGHAL
2023-11-25,103000000,105660000,502510,10300000.0,10566000.0,50251.0,56321084.86,32522262.1,0.73177,0.016278,0.01265,MESGHAL,MESGHAL
2023-11-26,103000000,105590000,504240,10300000.0,10559000.0,50424.0,56321084.86,32500716.02,0.732918,0.01628,0.01265,MESGHAL,MESGHAL
2023-11-27,103890000,106569000,506232,10389000.0,10656900.0,50623.2,56807742.78,32802053.28,0.731835,0.016293,0.012681,MESGHAL,MESGHAL
2023-11-28,104000000,107280000,507010,10400000.0,10728000.0,50701.0,56867891.51,33020899.85,0.722179,0.016303,0.01269,MESGHAL,MESGHAL
2023-11-29,104500000,107380000,506950,10450000.0,10738000.0,50695.0,57141294.84,33051679.96,0.728847,0.009572,0.012562,MESGHAL,MESGHAL
2023-12-01,105500000,109430000,504830,10550000.0,10943000.0,50483.0,57688101.49,33682672.17,0.712694,0.00995,0.012669,MESGHAL,MESGHAL
2023-12-02,106000000,109310000,505910,10600000.0,10931000.0,50591.0,57961504.81,33645736.04,0.7227,0.009338,0.012646,MESGHAL,MESGHAL
2023-12-03,106000000,107980000,506510,10600000.0,10798000.0,50651.0,57961504.81,33236360.6,0.743919,0.009539,0.01271,MESGHAL,MESGHAL
2023-12-04,104500000,108060000,505010,10450000.0,10806000.0,50501.0,57141294.84,33260984.69,0.717968,0.009538,0.012704,MESGHAL,MESGHAL
2023-12-05,103500000,106810000,504240,10350000.0,10681000.0,50424.0,56594488.19,32876233.34,0.721441,0.009714,0.012765,MESGHAL,MESGHAL
2023-12-06,104000000,107210000,505170,10400000.0,10721000.0,50517.0,56867891.51,32999353.77,0.723303,0.009719,0.012753,MESGHAL,MESGHAL
2023-12-08,103500000,106160000,505310,10350000.0,10616000.0,50531.0,56594488.19,32676162.64,0.731981,0.009107,0.012794,MESGHAL,MESGHAL
2023-12-09,103290000,106290000,505350,10329000.0,10629000.0,50535.0,56479658.79,32716176.78,0.726353,0.00857,0.012794,MESGHAL,MESGHAL
2023-12-10,103000000,105580000,506170,10300000.0,10558000.0,50617.0,56321084.86,32497638.01,0.733082,0.008277,0.012748,MESGHAL,MESGHAL
2023-12-11,103500000,105920000,504640,10350000.0,10592000.0,50464.0,56594488.19,32602290.38,0.735905,0.008133,0.01275,MESGHAL,MESGHAL
2023-12-12,103300000,106120000,504460,10330000.0,10612000.0,50446.0,56485126.86,32663850.59,0.729286,0.008133,0.012751,MESGHAL,MESGHAL
2023-12-13,105000000,107520000,504670,10500000.0,10752000.0,50467.0,57414698.16,33094772.11,0.734857,0.00831,0.012794,MESGHAL,MESGHAL
2023-12-15,104600000,106420000,504670,10460000.0,10642000.0,50467.0,57195975.5,32756190.92,0.746112,0.008321,0.012845,MESGHAL,MESGHAL
2023-12-17,104500000,106040000,502380,10450000.0,10604000.0,50238.0,57141294.84,32639226.51,0.750694,0.008171,0.012853,MESGHAL,MESGHAL
2023-12-18,104000000,106360000,500560,10400000.0,10636000.0,50056.0,56867891.51,32737722.85,0.737075,0.008086,0.012693,MESGHAL,MESGHAL
2023-12-19,103800000,106625000,500712,10380000.0,10662500.0,50071.2,56758530.18,32819290.14,0.729426,0.007487,0.012672,MESGHAL,MESGHAL
2023-12-20,103000000,106720000,500760,10300000.0,10672000.0,50076.0,56321084.86,32848531.24,0.714569,0.007238,0.012551,MESGHAL,MESGHAL
2023-12-22,104000000,107800000,503010,10400000.0,10780000.0,50301.0,56867891.51,33180956.41,0.713871,0.00736,0.012585,MESGHAL,MESGHAL
2023-12-23,103000000,106910000,500690,10300000.0,10691000.0,50069.0,56321084.86,32907013.45,0.711522,0.007413,0.012621,MESGHAL,MESGHAL
2023-12-24,104200000,106350000,500890,10420000.0,10635000.0,50089.0,56977252.84,32734644.84,0.74058,0.007447,0.012637,MESGHAL,MESGHAL
2023-12-25,104500000,107230000,501040,10450000.0,10723000.0,50104.0,57141294.84,33005509.79,0.731265,0.007478,0.012659,MESGHAL,MESGHAL
2023-12-26,103950000,108580000,503450,10395000.0,10858000.0,50345.0,56840551.18,33421041.25,0.700741,0.007066,0.012693,MESGHAL,MESGHAL
2023-12-27,104450000,108370000,503190,10445000.0,10837000.0,50319.0,57113954.51,33356403.02,0.712234,0.007074,0.012695,MESGHAL,MESGHAL
2023-12-29,105950000,108940000,506160,10595000.0,10894000.0,50616.0,57934164.48,33531849.64,0.727735,0.007111,0.012623,MESGHAL,MESGHAL
2023-12-30,105950000,108490000,505630,10595000.0,10849000.0,50563.0,57934164.48,33393339.15,0.734902,0.006944,0.012628,MESGHAL,MESGHAL
2023-12-31,105950000,109340000,505980,10595000.0,10934000.0,50598.0,57934164.48,33654970.07,0.721415,0.007005,0.01264,MESGHAL,MESGHAL
2024-01-01,108450000,110220000,506430,10845000.0,11022000.0,50643.0,59301181.1,33925835.02,0.747965,0.007083,0.012636,MESGHAL,MESGHAL
2024-01-02,107450000,110440000,508290,10745000.0,11044000.0,50829.0,58754374.45,33993551.26,0.728398,0.006989,0.012632,MESGHAL,MESGHAL
2024-01-03,108950000,110990000,514170,10895000.0,11099000.0,51417.0,59574584.43,34162841.85,0.743842,0.006933,0.012636,MESGHAL,MESGHAL
2024-01-05,107450000,111280000,509740,10745000.0,11128000.0,50974.0,58754374.45,34252104.17,0.715351,0.006935,0.01263,MESGHAL,MESGHAL
2024-01-06,108450000,111860000,509760,10845000.0,11186000.0,50976.0,59301181.1,34430628.79,0.722338,0.006957,0.012637,MESGHAL,MESGHAL
2024-01-07,108300000,111160000,509490,10830000.0,11116000.0,50949.0,59219160.1,34215168.04,0.730787,0.007042,0.012633,MESGHAL,MESGHAL
2024-01-08,109950000,112390000,514840,10995000.0,11239000.0,51484.0,60121391.08,34593763.37,0.737926,0.007179,0.012674,MESGHAL,MESGHAL
2024-01-09,113950000,112990000,519780,11395000.0,11299000.0,51978.0,62308617.67,34778444.01,0.791587,0.007192,0.012673,MESGHAL,MESGHAL
2024-01-10,115950000,113220000,516020,11595000.0,11322000.0,51602.0,63402230.97,34849238.26,0.819329,0.007145,0.012662,MESGHAL,MESGHAL
2024-01-12,118950000,116590000,524680,11895000.0,11659000.0,52468.0,65042650.92,35886527.9,0.812453,0.008094,0.012996,MESGHAL,MESGHAL
2024-01-13,112950000,115060000,520860,11295000.0,11506000.0,52086.0,61761811.02,35415592.25,0.743916,0.008374,0.012994,MESGHAL,MESGHAL
2024-01-14,108450000,115180000,524630,10845000.0,11518000.0,52463.0,59301181.1,35452528.38,0.672693,0.008347,0.012995,MESGHAL,MESGHAL
2024-01-15,109950000,115970000,529040,10995000.0,11597000.0,52904.0,60121391.08,35695691.23,0.684276,0.008376,0.013004,MESGHAL,MESGHAL
2024-01-16,109450000,117370000,536510,10945000.0,11737000.0,53651.0,59847987.75,36126612.74,0.656618,0.008377,0.012943,MESGHAL,MESGHAL
2024-01-17,109950000,116760000,540290,10995000.0,11676000.0,54029.0,60121391.08,35938854.08,0.67288,0.008385,0.012948,MESGHAL,MESGHAL
2024-01-19,108000000,118030000,542230,10800000.0,11803000.0,54223.0,59055118.11,36329761.46,0.62553,0.008468,0.012979,MESGHAL,MESGHAL
2024-01-20,109000000,117910000,539080,10900000.0,11791000.0,53908.0,59601924.76,36292825.33,0.642251,0.008421,0.012969,MESGHAL,MESGHAL
2024-01-21,109500000,117310000,540510,10950000.0,11731000.0,54051.0,59875328.08,36108144.68,0.658222,0.008463,0.012989,MESGHAL,MESGHAL
2024-01-22,112000000,119150000,548920,11200000.0,11915000.0,54892.0,61242344.71,36674498.67,0.669889,0.008697,0.009199,MESGHAL,MESGHAL
2024-01-23,114000000,119210000,556590,11400000.0,11921000.0,55659.0,62335958.01,36692966.73,0.698853,0.008326,0.009195,MESGHAL,MESGHAL
2024-01-26,116500000,121470000,563000,11650000.0,12147000.0,56300.0,63702974.63,37388597.17,0.703808,0.00868,0.009036,MESGHAL,MESGHAL
2024-01-27,114000000,121130000,558630,11400000.0,12113000.0,55863.0,62335958.01,37283944.8,0.671925,0.008438,0.009044,MESGHAL,MESGHAL
2024-01-28,118500000,126030000,582990,11850000.0,12603000.0,58299.0,64796587.93,38792170.09,0.670352,0.010109,0.00991,MESGHAL,MESGHAL
2024-01-29,119000000,126180000,582890,11900000.0,12618000.0,58289.0,65069991.25,38838340.26,0.675406,0.009859,0.009908,MESGHAL,MESGHAL
2024-01-30,118000000,124960000,584030,11800000.0,12496000.0,58403.0,64523184.6,38462822.94,0.677547,0.010056,0.009986,MESGHAL,MESGHAL
2024-01-31,114000000,127712000,576496,11400000.0,12771200.0,57649.6,62335958.01,39309891.51,0.585758,0.010216,0.009805,MESGHAL,MESGHAL
2024-02-02,112000000,120490000,563780,11200000.0,12049000.0,56378.0,61242344.71,37086952.11,0.651318,0.013581,0.011415,MESGHAL,MESGHAL
2024-02-03,108000000,119310000,551370,10800000.0,11931000.0,55137.0,59055118.11,36723746.84,0.608091,0.013638,0.011366,MESGHAL,MESGHAL
2024-02-04,110000000,119630000,553880,11000000.0,11963000.0,55388.0,60148731.41,36822243.18,0.633489,0.013638,0.011295,MESGHAL,MESGHAL
2024-02-05,110000000,119673000,557015,11000000.0,11967300.0,55701.5,60148731.41,36835478.63,0.632902,0.013642,0.011296,MESGHAL,MESGHAL
2024-02-06,111000000,120760000,557380,11100000.0,12076000.0,55738.0,60695538.06,37170058.4,0.632915,0.013585,0.011302,MESGHAL,MESGHAL
2024-02-09,110500000,119270000,549020,11050000.0,11927000.0,54902.0,60422134.73,36711434.79,0.645867,0.013633,0.011355,MESGHAL,MESGHAL
2024-02-11,111500000,119080000,551950,11150000.0,11908000.0,55195.0,60968941.38,36652952.59,0.663411,0.013616,0.011311,MESGHAL,MESGHAL
2024-02-12,111500000,118810000,554690,11150000.0,11881000.0,55469.0,60968941.38,36569846.3,0.667192,0.013636,0.011293,MESGHAL,MESGHAL
2024-02-13,112000000,119410000,555800,11200000.0,11941000.0,55580.0,61242344.71,36754526.95,0.666253,0.013641,0.011117,MESGHAL,MESGHAL
2024-02-14,112500000,120270000,560270,11250000.0,12027000.0,56027.0,61515748.03,37019235.87,0.661724,0.013655,0.011031,MESGHAL,MESGHAL
2024-02-16,114500000,121520000,563020,11450000.0,12152000.0,56302.0,62609361.33,37403987.22,0.673869,0.013658,0.011052,MESGHAL,MESGHAL
2024-02-18,115600000,122290000,570360,11560000.0,12229000.0,57036.0,63210848.64,37640994.06,0.679309,0.013566,0.011055,MESGHAL,MESGHAL
2024-02-19,115000000,121260000,565060,11500000.0,12126000.0,56506.0,62882764.65,37323958.94,0.684783,0.013617,0.011104,MESGHAL,MESGHAL
2024-02-20,115500000,122450000,570290,11550000.0,12245000.0,57029.0,63156167.98,37690242.23,0.675664,0.013632,0.011124,MESGHAL,MESGHAL
2024-02-21,117000000,123070000,572710,11700000.0,12307000.0,57271.0,63976377.95,37881078.9,0.688874,0.01356,0.010883,MESGHAL,MESGHAL
2024-02-23,118000000,124060000,572670,11800000.0,12406000.0,57267.0,64523184.6,38185801.97,0.689717,0.013561,0.010903,MESGHAL,MESGHAL
2024-02-25,118000000,124560000,582491,11800000.0,12456000.0,58249.1,64523184.6,38339702.51,0.682934,0.013558,0.010905,MESGHAL,MESGHAL
2024-02-26,120000000,126080000,586050,12000000.0,12608000.0,58605.0,65616797.9,38807560.15,0.690825,0.013579,0.010877,MESGHAL,MESGHAL
2024-02-27,119500000,125570000,581090,11950000.0,12557000.0,58109.0,65343394.58,38650581.6,0.690619,0.013606,0.010884,MESGHAL,MESGHAL
2024-02-28,120000000,125590000,584660,12000000.0,12559000.0,58466.0,65616797.9,38656737.62,0.697422,0.013593,0.010886,MESGHAL,MESGHAL
2024-03-01,122500000,129510000,593130,12250000.0,12951000.0,59313.0,66983814.52,39863317.85,0.680337,0.014213,0.011269,MESGHAL,MESGHAL
